Sentence,Perplexity,Min Prob,Label
"However , video surveillance may be a help to most sectors , it can also be misused by many people .
",68.88957214355469,107979.8359375,0
"Some may use it to peek or record something illegal .
",127.3478546142578,13181.333984375,1
"For example , it could be installed in personal lockers to record other 's moves and actions .
",82.75772857666016,28105.19140625,1
"This technology could also be seen as invasion of human 's privacy .
",123.91960144042967,285010.09375,0
"Surveillance technology could cause everyone to feel paranoid and as if our actions are being watched .
",25.41759490966797,2097.520751953125,1
"This could lead to psychological implications and thus causing many tremendous social effects that may be harmful to our society .
",78.58272552490234,57028.0078125,0
"If everyone is being watched unknowingly , it seems that our freedom of doing things is being invaded .
",58.31380462646485,371849.09375,0
"Technology can be a very useful tool if being used in the correct manner .
",18.32433319091797,4513.57373046875,0
"It may be a help to prevent potential crimes from happening but also help people do crime .
",76.76327514648438,12233.1103515625,0
"The knowledge of installing surveillance should be taught to everyone so that crimes can be eliminated instead of increasing it .
",78.68415069580078,201813.5,0
"The more people using it over us , the more power they will have on us .
",39.45647048950195,136058.1875,0
"We should respect that everyone has human rights and without other 's permission , this should not be placed or implanted to anyone .
",141.8509979248047,239574.46875,0
"We do not want to be sued infringing other 's privacy , therefore , before implanting any RFID , we should ask for other 's consent .
",74.61465454101562,1212745.25,0
"Surveillance technology is getting more and more widely used with the development of modern technology in terms of various scientific breakthroughs .
",25.665170669555664,3777.891357421875,1
"And after all this scientific research result is applied to daily life , products such as RFID tracking system have become real .
",77.41815185546875,274912.21875,0
"RFID is not only used to track products for logistical and storage purpose , it is also used to track people by doing human implants .
",42.26597213745117,29310.6015625,0
"It is unacceptable for some people in the society , however , I think this application is necessary and provides the society a lot of benefit .
",48.422454833984375,23503.4453125,0
"Surveillance technology such as RFID has been used to track people may help to reduce the number of people who get lost .
",15.207788467407228,45114.7578125,0
"For example , there are always news on newspaper , report that some elderly get lost at certain place and their family are looking for him or her .
",76.47111511230469,15120.34375,0
"The family members must be worrying a lot about the lost elderly , and with the help of police office , maybe they can find the elderly back , but it will take a long time , and a lot of energy to find someone in a country has a population about five million without knowing the exact location of that person .
",35.347225189208984,378364.625,0
"However , if the elderly has been implanted with RFID devices , then it will be much easier for the family to find him or her with the special serial number issued to each device differently .
",42.54852294921875,361760.125,0
"They can track the location of the device with the information provided by the RFID signals ; therefore find the location of the lost elderly in a shorter period of time .
",36.1638298034668,512869.9375,0
"Surveillance technology such as RFID is not only useful to track the lost people but also useful to prevent the trading of children which happens in many developing countries .
",26.182601928710938,38866.25,0
"It may be known that young children may be stolen by some agency that doing the business to trade the children .
",124.6508560180664,114356.03125,0
"For example , they may wait in the public area and wait for parents to bring their children out but did n't pay attention to the child , so that this kind of agency may bring the child to mountain area and sell him or her with a good price .
",44.25894927978516,1173619.5,0
"Since this is happen more often in the country which is much larger than Singapore , it is even harder or maybe it is impossible for the parents to find the child back without knowing where the child has been brought to .
",29.64647483825684,46087.08203125,0
"Since this may happen across province , and without any clue about the path that the child may went through .
",126.49349212646484,58729.2890625,0
"However , if the child has been installed with tracking device , more information will be provided along the way when the family is trying to find him or her back .
",51.10807800292969,107979.8359375,0
"Not only the details of location will be provided , but also may lead to find out the root of this kind of children trading agency and it helps to prevent more this kind of tragedy to happen on any family .
",79.0008544921875,23035.662109375,0
"Surveillance technology will help to prevent the family to loss their member especially the elderly and the children which need to be pay more attention to .
",49.6656608581543,118258.9140625,0
"As the technology increasingly advances , many of things that are regarded as impossible are turning into the 'possibles' .
",53.84735870361328,27726.779296875,0
"From internet , email to the most powerful surveillance technology , every step is advancement to not only the society but also the world 's achievements .
",105.11861419677734,812238.0625,0
"People 's lives become from increasingly convenient to almost luxury , thanks to the implementation of increasingly technology available for the Man 's life .
",145.48533630371094,36664.6796875,0
"However , such rapid advancement technology though can be extremely useful to our daily life ; it can also cause the invisible or massive threats to our peaceful livings that can be out of our imaginations and estimations .
",81.8537368774414,107979.8359375,0
"Today , the surveillance technology has become almost manifest to wherever we go .
",133.02578735351562,366070.5,0
"Take Singapore for example , these are installed from highly secured places such as Government sectors to working places , from condominiums to housing development board houses , and even from school canteens to toilets !
",77.73401641845703,55894.53515625,0
"Even our applications in our Iphones or other smartphones , our I-pad can easily revealed our locations .
",234.59327697753903,1087582.0,0
"Every moves of us are being closely surveilled and followed once we stepped out of homes .
",107.10631561279295,76259.4453125,0
"Now , surveillance technology such as RFID is even invented to track people .
",77.63859558105469,438876.75,0
"I agree to a great extent that RFID technology shall not be easily available for the public and taken for granted .
",51.52322006225586,93394.8515625,0
"On the other hand , I will also discuss the RFID shall be utilized for good purposes .
",46.355201721191406,64438.54296875,0
"I agree that RFID technology shall not be made available to the public for easy abuse and distorted usage .
",61.587039947509766,356296.25,0
"First , our privacy is at threat .
",187.184326171875,25475.96484375,1
"Though tracking devices such as the applications in our smartphones these days can add fun and entertainment to our fast-living paced livings , this can be a double-edged sword .
",56.44781494140625,374426.53125,0
"We revealed our locations , for our friends to catch up with us , however we can never know who is watching us out there secretly .
",49.02729034423828,17079.302734375,0
"Hackers become increasingly vicious , invading into our computer system , now with radio-frequency tracking device , this may fall into inappropriate hands for the wrong reasons .
",107.48917388916016,58609.44140625,0
"Every moves of us are easily tracked .
",155.61288452148438,76259.4453125,0
"This is very hazardous .
",78.33932495117188,8236.3896484375,1
"No matter how good and how many security systems are there for us , the hackers are also increasingly improving their skills in terms of hacking and breaking the codes of the security system .
",30.561203002929688,8854.01953125,0
"On the other hand , I think RFID can be useful when comes to appropriate handling and usage .
",46.93870544433594,98187.9140625,0
"For example , this can be a very beneficial and useful device for police force to track crime suspects and terrorists for their movements , or contributing to more leads for solving a case .
",61.59626007080078,78920.8125,0
"Additionally , if appropriately used , this device can contributed to our scientific findings and research .
",157.8558349609375,2299525.5,0
"In this , I mean that we can input this device implant into an animal or birds species , for us to track their movements and actions relating to our human research that can bring us to a new regime .
",96.02792358398438,862982.6875,0
"RFID is indeed a great invention .
",54.16490936279297,2769.1806640625,1
"It can benefit our mankind if appropriately used .
",251.7743988037109,183981.953125,0
"However , I think such powerful device shall not be made easily available for the public or fall into the hands of 'ill-intentioned ' individuals .
",43.38987731933594,107979.8359375,0
"This will lead to more crimes and bring threats to our privacy .
",61.05024337768555,6971.11328125,0
"RFID is used in many forms for example , transportation , homes and even offices .
",52.81361389160156,2792.992431640625,0
"Over these years , it had help humans to improve the accessibility in the forms of cards to gain access to certain places .
",101.24778747558594,79897.265625,0
"Other than using it on these areas , it is also been used as human implant or as a form of products .
",71.21786499023438,110935.4765625,0
"These implants and products are also been used as surveillance tools .
",112.94188690185548,74425.3671875,0
"For using as a surveillance tool , it could also be used in terms of surveys and statistics .
",45.680301666259766,46058.5625,0
"There are also medical tools that are more of implant into the human body for the basic medical research .
",71.7480697631836,637906.375,0
"Moreover , the use of RFID chip in tracking clothes were also very common sight in the service industry for the huge number of clothing to be identified and tracked the location of it at any one point .
",53.428977966308594,249067.671875,0
"When RFID had been used in the transportation needs in the form of ez-link cards , the ability to gain faster and easier access of the transportation needs had been seen over the years .
",45.0340690612793,188568.890625,0
"This from also can be used as a tracking device where the places a person visited for the past few trips were all recorded by the system and the cards .
",73.32862091064453,43009.73828125,0
"This form of tracking is not harmful and disturbing to the society as it could be used to fight crimes to maintain law and order .
",45.377708435058594,147825.75,0
"As this information is been well keep by the operators where they encrypt the data and used it in the proper form .
",104.03092193603516,165932.71875,0
"This also prevents the chances of normal hackers to get this information that were recorded for proper usages are misused for unlawful usages .
",131.14306640625,13548.8779296875,0
"Moreover , the use of the RFID for medical research is also been widely used in many countries .
",45.23549270629883,249067.671875,0
"These chips were also implanted under the human skin where it also helps to store the basic information of the person in it .
",52.65908432006836,8099.77685546875,0
"This form of tools does not harm but it helps in the ability to identify any person who is not carrying any identification when comes to emergency .
",76.78022766113281,122346.1015625,0
"This important information may be needed to save the person life where their medical history was all recorded in the chip .
",116.29850769042967,60513.22265625,0
"Additionally , the service industry were also using it to track its clothes that were been used by their employees .
",103.86516571044922,141845.0625,0
"This is a scene seen in Resort World Sentosa .
",101.14987182617188,914128.25,1
"The clothes were all implanted with an RFID tracking chip for easy identification and recording of the whereabouts the clothes is at .
",65.50572204589844,1402476.875,1
"As their clothes were mass collected and washed by an external company , the ability to have a tracking system to know the whereabouts of their clothing helps in terms of the logistical hassle .
",76.27301025390625,86889.84375,0
"Therefore , the usages of RFID chips were more useful to help the human in the basic needs or task that is required .
",88.33604431152344,773763.8125,0
"This form of tracking were also not harmful to any person where they much of these information were all used for helping a person then disrupt the lives of human race .
",164.1362762451172,386847.03125,0
"Therefore I agree that the use of the RFID technology in tracking any person or product that would help the human race which also been mention above .
",93.62550354003906,324948.0625,0
"I think that surveillance technology such as RFID ( radio-frequency identification ) can be used to track people .
",19.12150001525879,93933.484375,1
"Nowadays , with the rapid development of science and technology , the emerging technologies always contribute to human beings better living conditions .
",32.38883209228516,4899.302734375,0
"For example , the Internet has abridged the distance among people globally .
",70.03314208984375,19128.07421875,0
"Although we have to admit some bad effect which is brought up by the new technology , still the advantages of the new technologies can not be simply discarded .
",51.20059585571289,11311.6416015625,0
"Back to the surveillance technology , people may say it leaks their privacy or personal life .
",126.9595718383789,49564.890625,0
"Compared to this disadvantage , we should think about what the advantages it has make available for human beings .
",65.28192901611328,39946.4453125,0
"It can provide a safe , convenient , identifiable environment .
",101.98381042480467,73993.03125,0
"Tracking people using surveillance technology can make better security of people 's life .
",131.60482788085938,289445.34375,0
"For the old people , if they are alone at home , one day , they want to go out for a walk .
",23.699996948242188,3252.276611328125,0
"In case , they have some accident like heart attack , the track of them will show there is something wrong .
",98.16038513183594,168764.515625,1
"The people can get there as soon as possible to save them .
",38.70577239990234,1647.8153076171875,0
"For the young people , parents do not need to worry about where my kids will go after the school .
",32.67631530761719,6897.1943359375,0
"By investigating the track by the surveillance technology , they can easily figure out where are their kids now and know roughly what they are doing .
",80.92719268798828,26017.5546875,0
"On the other hand , due to the track of people , the police can better know a person 's daily schedule .
",46.51954650878906,13769.6728515625,0
"It gives the police a better control of the criminal .
",50.75162124633789,19899.310546875,0
"All these contributions by using the surveillance technology to track make the environment safer .
",143.67196655273438,56552.00390625,0
"Tracking people using surveillance technology can make people 's life more convenient and identifiable .
",123.12499237060548,4736579.5,0
"Nowadays , people need to carry a lot of ID cards around to show that I am the one the same as the one on the ID cards .
",26.468950271606445,4899.302734375,0
"If we have these technologies , it will automatically confirm people 's indemnification and save the effort to carry a lot of cards .
",115.17182159423828,6447943.0,0
"Once people have their own identity confirmed , they can even need not to bring any money along with them .
",60.44761276245117,117455.5,0
"To purchase goods , they just need to deduce money from their identity and make a transition of money to the one who is selling the goods .
",46.63721466064453,221763.390625,0
"Based on the identifiable environment , a lot of convention way or style of human life can be changed .
",128.1214599609375,683851.0,0
"For the privacy concern , if the technology can be made to adjust to human being 's feeling , it will be more welcomed .
",65.63638305664062,22604.078125,0
"For example , if the one who carry the identifiable sensor does not want any other to know his or her location , he or she can disable the track .
",39.072750091552734,1373312.375,0
"Then , you may ask , how can the police get the information ?
",28.47367286682129,10071.9755859375,1
"I think that the track can be saved in some place which is not open to public .
",39.13305282592773,7120.2900390625,0
"Once it is very severe , the records will be pop out for official use .
",137.14041137695312,922663.375,0
"As you can see , there are quite a lot of advantages of using the surveillance technology to track people .
",20.02075958251953,232155.71875,0
"In short , it can provide a safe , convenient , identifiable environment for human beings .
",92.27503204345705,113850.8984375,0
"Besides , we can try to reduce the bad effect cause by the new technology .
",74.02302551269531,53272.1640625,0
"Thus , I strongly agree that surveillance technology such as RFID ( radio-frequency identification ) can be used to track people .
",21.470701217651367,21210.603515625,1
"I do not agree with the above statement .
",15.280445098876951,1438.0596923828125,1
"In my opinion , surveillance technology such as RFID should be used to track people though there do exist many problems if it prevails .
",54.4244384765625,182620.53125,0
"This can help to regulate people 's behavior , control crime and prevent terrorism , and set up demographic data .
",89.20530700683594,71812.1796875,0
"RFID , despite the fact that it may be considered as privacy infringement , is different from video surveillance .
",39.56148147583008,14800.185546875,1
"Unlike video surveillance , RIFD can only reflect the location and movements of the person with tags .
",85.13174438476562,96403.28125,1
"Without sending back any images or sound record , RFID is more user-friendly and helps prevent user 's privacy at the best it can .
",70.41719055175781,78614.3359375,0
"Firstly , RFID is a useful tool to help to regulate human or animal behavior .
",57.493255615234375,140985.171875,1
"The tags can be used on those who need to be took care or the beloved ones , such as a child whose parents are always concerning about his whereabouts when parents are not together with him , or maybe a lovely dog whose owner fears to lost her .
",61.091156005859375,179011.484375,0
"In the first case , RFID can be used to help parents to surveillance their children so that they can make sure if they are at school or playing around at his friends ' home , and this may help parents regulate their children 's behavior .
",31.676572799682617,440830.65625,0
"Secondly , RFID can be used to control crime and prevent terrorism .
",57.48333358764648,134325.28125,1
"Everyday crimes are happening from time to time , and help to keep low criminal rate can be a combo of ethical , physiological and social problems .
",89.23053741455078,70178.8359375,0
"RFID can be one of the trivial ways to help dispel criminal or terroristic thoughts .
",88.04025268554688,221958.265625,0
"Police can put tags on those that have potential intention to commit crime .
",83.0006103515625,211744.96875,0
"Thus , when a man with a 'terrorism tag ' entering a junction or a plaza full of people police should notice this and observe the man 's behavior as well as checking his package to prevent him from explode TNT .
",103.88597106933594,704197.5,0
"Apart from preventing crime and terrorism , RFID can also be used as an evidence or alibi to help infer whether the suspect is the criminal or not .
",32.67449188232422,184550.78125,0
"What is more , RFID can be used to help collect demographic data .
",45.26470947265625,410836.65625,0
"If RFID is used on everyone and running for years , surveillance centre will have a complete set of statistic data showing the movement of people from city to city , from town to town , which city is expanding more than people thought , which city is becoming less attractive .
",45.5145149230957,613645.8125,0
"Statisticians can use these data to build up appropriate models to predict the future needs for each city so that local governments know where and when to build more infrastructures , what kind of infrastructures and what other development should be made .
",20.9638729095459,21316.3125,0
"Economics can take advantage of these figures to predict the economic trend of local as well as the whole country .
",36.47582244873047,6375.96728515625,0
"As for transportation , roads and traffic authority can easily identify where traffic jams are and advise drivers to change to suggested routes .
",68.5088882446289,52304.24609375,0
"In all , RFID should be applied to facilitate governors to better manage the world that we are living .
",131.89236450195312,16016385.0,0
"It can help regulate behaviors , prevent crime and set up demographic data base for various uses .
",173.85617065429688,148906.1875,0
"But before the application , governments need to secure safety of RFID after implantation and make sure there will not be any ID theft .
",68.08458709716797,43102.62109375,0
"More importantly , governments should make sure only the right people can get access to these data and they must guarantee that they will not misuse or abuse the information .
",19.624813079833984,12590.3662109375,1
"As technology becomes more advanced nowadays , people are very exposed to the various types of technology in their daily lives .
",27.29878807067871,36890.203125,0
"It is undeniable that technology has made ours lives and works easier and more efficient .
",39.634395599365234,15950.205078125,0
"However , when surveillance technology starts to violet the privacy of people instead of being used in a more benefitial way towards people , it is my opinion , that , such technology should rethink its way of existence .
",64.25634002685547,43796904.0,0
"In fact , people are getting more exposed in public through the fast development of the virtual world-the internet .
",69.42971801757812,8552.923828125,0
"Social networks such as facebook ,Tiwtter and many others often reveal the true identities and some confidential information of the users without being realised .
",95.3561782836914,473414.3125,0
"This already raises up a problem of privacy leakage .
",194.02438354492188,18638.205078125,0
"The surveillance technology deteriorates the problem by stalking on people 's privacy openly which may arouse anger and unhappiness among people .
",141.75804138183594,1118960.625,0
"Such incident happened in London a few years ago , when the government installed CCTV ( ) on several streets in order to better supervise its people to keep the social order .
",40.8724479675293,5812.9521484375,0
"This was supposed to be applauded by the public because it allowed fast searching on people who violated the law and caused harm to others .
",41.55800247192383,612878.5,0
"Instead , when news of the installment of such device was released on the newspaper , it was heavily cricised by the public .
",89.827392578125,166664.625,0
"People were claiming the lost of privacy .
",153.37501525878906,4558.54150390625,0
"Government had to uninstall all the devices in the end .
",68.99585723876953,149449.359375,0
"From this case , we can clearly conclude that surveillance technology may be helpful in some way , however , when it touches the privacy of people themselves , it is unacceptable .
",36.06917190551758,39738.6015625,0
"From the point of humanity , it is inhumane to use such technology on human beings .
",32.895267486572266,1272007.0,0
"We often put tags on products and animals because we treat them as goods , it is easy for trade when they are all labelled and tagged .
",59.43270111083984,15724.58984375,0
"However , human beings are not animals or any other products , they have their own thoughts and freedom .
",36.81424331665039,107979.8359375,0
"They have a full control of their own lives .
",30.711196899414062,2213.190673828125,0
"If so , then why do we need human implants to trace their activities and lives when they are free to do things that they like .
",60.72165298461914,16156.23828125,0
"It is understandable that once people have human implants , they may start to behave themselves because they can be easily traced out .
",81.16610717773438,30726.416015625,0
"However , this way of curbing the crimes is so violent that will only cause people to rebel and think of ways to escape the track of such device .
",64.81050872802734,119531.7890625,0
"Afterall there will be an endless battle between the technology and human mentality .
",64.56596374511719,14413.4658203125,0
"Humanity can be best seen in the case of pets rearing .
",72.83683776855469,39281.6640625,0
"Pets are supposed to be chained when they are out on the streets .
",26.95020294189453,7323.06787109375,0
"However , in countries like China , where there is no law to force people to chain their pets , pets are usually left unchained and run freely on the streets .
",25.79300117492676,107979.8359375,0
"It may be dangerous as some pets are rather fierce and aggressive , however , it is the benevolence nature of human beings that we treat pets as "" human beings "" , our friends that we do not want to restrict their freedom .
",38.037994384765625,138665.375,0
"This phenomenon is accepted by the public even by those who do not own a pet .
",27.148914337158203,17216.24609375,0
"This shows that even though there is a risk of causing harms to someone , people still prefers to bear the risk and allow their pets to have maximum freedom .
",39.21473693847656,96762.8671875,0
"Even pets are granted with freedom , people themselves certainly treat freedom as something essential .
",302.8109130859375,237598.109375,0
"In conclusion , I think that surveilence technology should not be allowed to be used to track people .
",28.61153221130371,367554.78125,0
"it does not only restrict their freedom in all aspects , but also cause leakage of personal information .
",51.97890090942383,110187.6953125,0
"This greatly violets the rights of people .
",177.8971710205078,72516.2890625,0
"Technology advancement is extremely fast nowadays .
",139.3284912109375,180752.1875,1
"Surveillance technology is one of the main concerns of military and national defense sectors .
",24.303993225097656,2054.47705078125,0
"Example of this technology is RFID ( radio-frequency identification ) which has been proposed to track people through various means such as human implants or RFID tags on people .
",28.4506778717041,13258.01171875,0
"However , this proposal has led to fierce argument in the world over its pros and cons .
",39.65107727050781,107979.8359375,1
"I personally stand together with the population who reject the proposal .
",132.65921020507812,5302.71630859375,0
"First of all , everyone in the world belongs to themselves who does not belong to anyone from my personal perspective .
",39.81556701660156,5986.71484375,0
"Human rights were raised up pretty frequently in the world over the past few years .
",46.13087463378906,7992.16162109375,0
"Approval of RFID tracking will be seen as a violation of human rights and people will lose their most basic freedom .
",29.33927154541016,16868.736328125,0
"Would not it similar to criminals in prison but in a bigger confined space ?
",77.7986831665039,859924.875,0
"Secondly , the tracking proposal will raise a safety issue .
",141.74411010742188,32984.32421875,1
"The chip identifier technology can be reproduced by anyone .
",249.59349060058597,98050.0859375,1
"It represents a query : is not everyone can view each other 's information such as name and age ?
",142.49884033203125,552292.0625,0
"The leakage of these confidential information can be a sensitive issue to personal , violation of freedom and breakdown of safety .
",114.7977294921875,317223.3125,0
"One of the examples is the storage of bank account number in the tracking chip .
",52.2835807800293,25383.080078125,0
"Criminal could identify it easily by getting a small identifier anywhere and everywhere if the tracking proposal is approved .
",263.0677185058594,25364.3984375,0
"He or she could easily touch on the designated bank account since password cracking is an easy task for most hackers .
",128.85484313964844,199607.6875,0
"Other than that , safety issue can be extended to personal safety .
",96.93247985839844,40951.34765625,0
"Everyone knows the internet and data transmission are very common and accessible at any time and point such as Facebook .
",65.99755096435547,9563.8056640625,0
"However , people tend to express their personal feeling and idea about sensitive issues on the internet unintentionally .
",90.26643371582033,144384.015625,0
"This action could actually generate aggressive feeling from others and violent movement could be launched onto the one with the aid of tracking tag or implant .
",306.8951721191406,40051.61328125,0
"Internet can be a convenient source to achieve the name and basic information of personal if it is hacked and the tracking proposal will facilitate the finding of designated person .
",139.3260955810547,443441.96875,0
"In addition , the national defense will be endangered if this tracking proposal is launched .
",114.55947875976562,66619.2265625,0
"The technology is based on the chip implant or tag .
",109.55845642089844,5152.34326171875,1
"However , the chip implant can be retrieved out easily and replanted onto other people and so on the tag .
",222.2399139404297,107979.8359375,0
"Mischief cases could actually cause a chaos on the checkpoint tracking record and a more serious issue if people do it ill-intentionally .
",162.78231811523438,143447.4375,0
"For example , a wanted person can escape out easily from a country and hide in another country with this method .
",46.96772384643555,26482.8515625,1
"This tracking proposal creates a loophole in the net of justice rather than its original purpose .
",199.0518341064453,140457.21875,0
"In a nutshell , surveillance technology may provide a lot of convenience if being used appropriately .
",61.19559097290039,102455.78125,0
"However , it is fairly fragile which can be counter-used by criminals at current level .
",138.29347229003906,107979.8359375,0
"I would stand against the idea of tracking individuals given its vulnerabilities of technology at present .
",231.67318725585935,20012.357421875,0
"Nowadays , the improved human technology online is able to track different location for different people .
",124.2034912109375,49210.796875,0
"For instance , face book as the well known social media platform has the ability of tracking someone 's location .
",60.826904296875,58942.0546875,0
"However , in some opinions , these auto-tracking services break the rule of privacy .
",122.61724853515624,107979.8359375,0
"Some people do not want to be tracked as they feel it is not safe .
",20.17972183227539,1540.6845703125,1
"In my opinion , the developed surveillance technology can be used to track people and objects only if the tracked person agrees to receive this service .
",39.85310745239258,80314.6171875,1
"There exist various advantages of using the surveillance technology .
",118.14318084716795,66346.0859375,0
"The first example will be to track your personal items and prevent from losing it .
",77.90129089355469,1852.6204833984373,0
"We all know that there is an application on iphone called where is my iphone .
",23.819181442260746,8648.6279296875,1
"It basically served to allocate your iphone 's position at any single time , For instance , if someone left his phone in a certain place , he can check his phone 's location by searching through the internet using another phone that has the same application if you are connected with your friends ' device .
",40.72235107421875,29741.24609375,0
"You are able to find the location of your lost iphone by asking your friends as all the shared devices are able to see the location of each other .
",21.629138946533203,11069.3095703125,1
"Another good example of using tracking technology will be to find a way to the place that someone has never being there before .
",55.91423416137695,38101.0234375,0
"For example , one person wants to visit his friends place in a new city .
",35.354347229003906,2648.3876953125,0
"His friend is able to upload his location due to this advanced technology .
",83.3770980834961,10329.4169921875,1
"Then , the person is able to use GPS or other auto-tracking device to find the place even he has never gone to there before .
",37.30619812011719,19661.736328125,0
"The radio-frequency device can be used on old people whose memory is not as good as young people as well .
",36.56402206420898,10087.8564453125,1
"For instance , when people getting old , they begin to loss their memory and sometimes they may not remember their way to home or other place .
",43.21466445922852,45467.9921875,0
"If the old people always bring an auto-tracking device , it is much easier for the younger people to find them and it helps to guard the safety of the old people .
",30.396541595458984,54412.609375,1
"Although the auto-tracking device is quite powerful , it still has to be used in volunteering bases .
",91.61131286621094,79672552.0,0
"Without the agreement , people should not able to use this technology to track others .
",64.89035034179688,11726.505859375,0
"For example , if the tracking technology is able to track everyone even strangers , this means your location at anytime is viewable to every single person online .
",45.8997802734375,76107.09375,0
"These kind of situation will cause crime as thieves may auto track you and you are not able to run out of them .
",86.70098876953125,194818.1875,0
"Therefore , we must agree with the statement before the technology is able to track us .
",64.57575225830078,155977.65625,0
"At the same time , our location should be protected from seen by the strangers .
",50.71309661865234,55025.55859375,0
"All the conditions must be agreed by the person that agrees auto-tracking device to track him like , the time of tracking and who can view your location .
",81.79154205322266,3588649.75,0
"In conclusion , the advanced technology gives people convenience to find their items and their safety .
",140.65077209472656,19901.189453125,0
"At the same time , people must protect their privacy without share their place to strangers .
",106.68360900878906,288769.28125,0
