Sentence,max_min_diff,Perplexity,flesch_reading_ease,flesch_reading_grade
"I do not agree on this argument that surveillance technology should not be used to track people .
",10.103333413600922,36.03544998168945,62.68,8.7
"In this fast moving society , technology is always improving to catch up the fast pace of this world and most surveillance technology is used by the police or other army usage to track people down .
",11.532221280038357,50.91404342651367,35.95,16.9
"Although the surveillance technology is an issue in invading the human privacy , it has also brought us lots of benefits and security .
",13.345291150733829,58.53321838378906,23.77,15.4
"There are two points supporting this argument .
",9.457352638244629,50.4513053894043,55.91,7.2
"Firstly , security systems are improved in many areas such as school campus or at the workplace .
",10.566013738512993,108.92000579833984,46.78,10.7
"Secondly , it makes it possible for parents to track their children and also their elderly parents .
",9.745447933673859,28.455852508544922,38.32,11.9
"Therefore , this technology should be used to track people .
",9.800591945648193,51.288246154785156,45.42,9.2
"Many of this surveillance are being implemented in the government sectors , military areas to enhance their security .
",8.293877601623535,141.46429443359375,11.92,15.8
"It can also be found in schools and workplaces .
",7.901392698287964,24.151470184326172,87.72,3.3
"It is useful to the government and the people in the law sector .
",8.167372047901154,50.260963439941406,66.74,7.2
"They can maintain social control and recognize threats .
",6.67110538482666,112.63667297363281,46.44,8.8
"Video surveillance gives people a sense of security should anything happen .
",11.12938967347145,62.822669982910156,43.39,9.9
"In addition , it can provide all day surveillance around the school or office with little manpower needed .
",8.453450202941895,116.16526794433594,45.76,11.1
"For example , intruders can be detected if there are any in schools or offices .
",11.25229287147522,57.52865982055664,57.27,8.8
"This can protect the students from being in a dangerous situation in particularly for the small children who are studying in nursery .
",10.031314551830292,54.14622497558594,40.69,13.1
"In addition , it can also prevent theft .
",8.19215440750122,66.43473052978516,38.99,9.6
"This technology can also be a helpful tool to assist the law enforcers such as the police to collect evidences of crime after it occurred .
",9.063030176796019,25.221635818481445,46.1,13.0
"This can increase the efficiency of solving the crime and thus decreasing the amount of criminal acts or people .
",10.512646047398448,52.70555877685547,52.19,10.7
"With the help of the video surveillance , the chances of people performing crimes can be decreased .
",9.98608266748488,44.181461334228516,63.7,8.4
"However , video surveillance may be a help to most sectors , it can also be misused by many people .
",11.575093883089721,68.88957214355469,53.21,10.3
"Some may use it to peek or record something illegal .
",8.19199526309967,127.34785461425781,78.25,4.8
"For example , it could be installed in personal lockers to record other 's moves and actions .
",10.0581696331501,82.75772857666016,55.24,9.5
"This technology could also be seen as invasion of human 's privacy .
",12.139508783817291,123.91960144042969,42.38,10.3
"Surveillance technology could cause everyone to feel paranoid and as if our actions are being watched .
",7.4499551653862,25.41759490966797,46.78,10.7
"This could lead to psychological implications and thus causing many tremendous social effects that may be harmful to our society .
",10.852866224944592,78.58272552490234,34.26,13.5
"If everyone is being watched unknowingly , it seems that our freedom of doing things is being invaded .
",12.812259675003588,58.313804626464844,37.3,12.3
"Technology can be a very useful tool if being used in the correct manner .
",7.946970582008362,18.32433319091797,57.27,8.8
"It may be a help to prevent potential crimes from happening but also help people do crime .
",8.432350397109985,76.76327514648438,62.68,8.7
"The knowledge of installing surveillance should be taught to everyone so that crimes can be eliminated instead of increasing it .
",12.208435141015798,78.68415069580078,42.72,12.3
"The more people using it over us , the more power they will have on us .
",11.573820903897285,39.45647048950195,81.63,5.6
"We should respect that everyone has human rights and without other 's permission , this should not be placed or implanted to anyone .
",12.166842326521873,141.8509979248047,49.15,11.9
"We do not want to be sued infringing other 's privacy , therefore , before implanting any RFID , we should ask for other 's consent .
",13.978383814916015,74.61465454101562,39.67,13.4
"Surveillance technology is getting more and more widely used with the development of modern technology in terms of various scientific breakthroughs .
",8.233756667468697,25.665170669555664,16.32,16.2
"And after all this scientific research result is applied to daily life , products such as RFID tracking system have become real .
",12.50969629921019,77.41815185546875,41.7,12.7
"RFID is not only used to track products for logistical and storage purpose , it is also used to track people by doing human implants .
",10.070493638515472,42.26597213745117,47.12,12.7
"It is unacceptable for some people in the society , however , I think this application is necessary and provides the society a lot of benefit .
",9.933318421244621,48.422454833984375,21.74,16.2
"Surveillance technology such as RFID has been used to track people may help to reduce the number of people who get lost .
",10.712702786084265,15.207788467407227,57.61,10.7
"For example , there are always news on newspaper , report that some elderly get lost at certain place and their family are looking for him or her .
",9.532469376921654,76.47111511230469,45.09,13.4
"The family members must be worrying a lot about the lost elderly , and with the help of police office , maybe they can find the elderly back , but it will take a long time , and a lot of energy to find someone in a country has a population about five million without knowing the exact location of that person .
",12.82621362991631,35.347225189208984,21.07,24.7
"However , if the elderly has been implanted with RFID devices , then it will be much easier for the family to find him or her with the special serial number issued to each device differently .
",12.755267899483442,42.54852294921875,28.51,17.7
"They can track the location of the device with the information provided by the RFID signals ; therefore find the location of the lost elderly in a shorter period of time .
",13.141668066382408,36.1638298034668,41.03,15.0
"Surveillance technology such as RFID is not only useful to track the lost people but also useful to prevent the trading of children which happens in many developing countries .
",10.563619648572057,26.182601928710938,33.58,15.8
"It may be known that young children may be stolen by some agency that doing the business to trade the children .
",10.667520761489868,124.6508560180664,75.54,7.9
"For example , they may wait in the public area and wait for parents to bring their children out but did n't pay attention to the child , so that this kind of agency may bring the child to mountain area and sell him or her with a good price .
",13.929881479591131,44.258949279785156,48.14,18.5
"Since this is happen more often in the country which is much larger than Singapore , it is even harder or maybe it is impossible for the parents to find the child back without knowing where the child has been brought to .
",10.551010772585869,29.646474838256836,46.78,16.9
"Since this may happen across province , and without any clue about the path that the child may went through .
",9.787474989891052,126.49349212646484,77.57,7.2
"However , if the child has been installed with tracking device , more information will be provided along the way when the family is trying to find him or her back .
",11.574777909554541,51.10807800292969,42.04,14.6
"Not only the details of location will be provided , but also may lead to find out the root of this kind of children trading agency and it helps to prevent more this kind of tragedy to happen on any family .
",10.015291234478354,79.0008544921875,47.8,16.5
"Surveillance technology will help to prevent the family to loss their member especially the elderly and the children which need to be pay more attention to .
",11.61588018387556,49.6656608581543,36.63,14.6
"As the technology increasingly advances , many of things that are regarded as impossible are turning into the 'possibles' .
",10.15038026869297,53.84735870361328,19.37,15.0
"From internet , email to the most powerful surveillance technology , every step is advancement to not only the society but also the world 's achievements .
",13.190888315439224,105.11861419677734,30.2,15.0
"People 's lives become from increasingly convenient to almost luxury , thanks to the implementation of increasingly technology available for the Man 's life .
",10.48333421163261,145.48533630371094,14.29,17.0
"However , such rapid advancement technology though can be extremely useful to our daily life ; it can also cause the invisible or massive threats to our peaceful livings that can be out of our imaginations and estimations .
",11.579484955407679,81.8537368774414,18.02,19.7
"Today , the surveillance technology has become almost manifest to wherever we go .
",12.010629892349243,133.02578735351562,8.53,15.1
"Take Singapore for example , these are installed from highly secured places such as Government sectors to working places , from condominiums to housing development board houses , and even from school canteens to toilets !
",10.931132678204449,77.73401641845703,22.08,18.1
"Even our applications in our Iphones or other smartphones , our I-pad can easily revealed our locations .
",12.21379017829895,234.59327697753906,38.32,11.9
"Every moves of us are being closely surveilled and followed once we stepped out of homes .
",11.232764110900462,107.10631561279297,80.62,6.0
"Now , surveillance technology such as RFID is even invented to track people .
",12.988006247673184,77.63859558105469,42.38,10.3
"I agree to a great extent that RFID technology shall not be easily available for the public and taken for granted .
",11.166894376277924,51.52322006225586,58.62,10.3
"On the other hand , I will also discuss the RFID shall be utilized for good purposes .
",10.92862057685852,46.355201721191406,63.7,8.4
"I agree that RFID technology shall not be made available to the public for easy abuse and distorted usage .
",12.520552605390549,61.587039947509766,60.65,9.5
"First , our privacy is at threat .
",8.657862782478333,187.184326171875,56.93,6.8
"Though tracking devices such as the applications in our smartphones these days can add fun and entertainment to our fast-living paced livings , this can be a double-edged sword .
",12.828432266134769,56.44781494140625,51.52,13.0
"We revealed our locations , for our friends to catch up with us , however we can never know who is watching us out there secretly .
",9.4751495718956,49.02729034423828,55.58,11.5
"Hackers become increasingly vicious , invading into our computer system , now with radio-frequency tracking device , this may fall into inappropriate hands for the wrong reasons .
",10.657071977853775,107.48917388916016,4.82,18.6
"Every moves of us are easily tracked .
",9.414758563041687,155.61288452148438,64.37,6.0
"This is very hazardous .
",7.761627912521362,78.33932495117188,75.88,3.7
"No matter how good and how many security systems are there for us , the hackers are also increasingly improving their skills in terms of hacking and breaking the codes of the security system .
",9.080352894030511,30.561203002929688,37.98,16.2
"On the other hand , I think RFID can be useful when comes to appropriate handling and usage .
",11.371652998030186,46.93870544433594,62.68,8.7
"For example , this can be a very beneficial and useful device for police force to track crime suspects and terrorists for their movements , or contributing to more leads for solving a case .
",11.03056176006794,61.59626007080078,39.0,15.8
"Additionally , if appropriately used , this device can contributed to our scientific findings and research .
",14.092255055904388,157.8558349609375,-10.42,18.2
"In this , I mean that we can input this device implant into an animal or birds species , for us to track their movements and actions relating to our human research that can bring us to a new regime .
",13.62263697758317,96.02792358398438,49.83,15.8
"RFID is indeed a great invention .
",6.525051832199097,54.16490936279297,56.93,6.8
"It can benefit our mankind if appropriately used .
",10.11641788482666,251.77439880371094,37.98,10.0
"However , I think such powerful device shall not be made easily available for the public or fall into the hands of 'ill-intentioned ' individuals .
",11.588528365828097,43.38987731933594,31.21,14.6
"This will lead to more crimes and bring threats to our privacy .
",8.609859496355057,61.05024337768555,84.68,4.4
"RFID is used in many forms for example , transportation , homes and even offices .
",6.687163949012756,52.81361389160156,58.28,8.4
"Over these years , it had help humans to improve the accessibility in the forms of cards to gain access to certain places .
",11.207404233515263,101.24778747558594,57.61,10.7
"Other than using it on these areas , it is also been used as human implant or as a form of products .
",11.597935879603028,71.21786499023438,67.08,9.1
"These implants and products are also been used as surveillance tools .
",10.092011570930481,112.94188690185547,68.77,6.4
"For using as a surveillance tool , it could also be used in terms of surveys and statistics .
",10.725924115628004,45.680301666259766,62.68,8.7
"There are also medical tools that are more of implant into the human body for the basic medical research .
",13.283333733677864,71.7480697631836,52.19,10.7
"Moreover , the use of RFID chip in tracking clothes were also very common sight in the service industry for the huge number of clothing to be identified and tracked the location of it at any one point .
",12.415234302170575,53.428977966308594,50.84,15.4
"When RFID had been used in the transportation needs in the form of ez-link cards , the ability to gain faster and easier access of the transportation needs had been seen over the years .
",12.134917532093823,45.0340690612793,63.36,12.6
"This from also can be used as a tracking device where the places a person visited for the past few trips were all recorded by the system and the cards .
",10.113249242305756,73.32862091064453,66.41,11.5
"This form of tracking is not harmful and disturbing to the society as it could be used to fight crimes to maintain law and order .
",11.89980978006497,45.377708435058594,63.02,10.7
"As this information is been well keep by the operators where they encrypt the data and used it in the proper form .
",10.999139547348022,104.03092193603516,57.61,10.7
"This also prevents the chances of normal hackers to get this information that were recorded for proper usages are misused for unlawful usages .
",9.51113378140144,131.14306640625,39.67,13.4
"Moreover , the use of the RFID for medical research is also been widely used in many countries .
",12.396513979882002,45.23549270629883,62.68,8.7
"These chips were also implanted under the human skin where it also helps to store the basic information of the person in it .
",8.818789705634117,52.65908432006836,56.59,11.1
"This form of tools does not harm but it helps in the ability to identify any person who is not carrying any identification when comes to emergency .
",11.377923399209976,76.78022766113281,52.53,12.6
"This important information may be needed to save the person life where their medical history was all recorded in the chip .
",10.040842235088348,116.29850769042969,50.16,11.5
"Additionally , the service industry were also using it to track its clothes that were been used by their employees .
",10.814378380775452,103.86516571044922,43.73,11.9
"This is a scene seen in Resort World Sentosa .
",13.053920209407806,101.14987182617188,87.72,3.3
"The clothes were all implanted with an RFID tracking chip for easy identification and recording of the whereabouts the clothes is at .
",14.132439082488418,65.50572204589844,57.61,10.7
"As their clothes were mass collected and washed by an external company , the ability to have a tracking system to know the whereabouts of their clothing helps in terms of the logistical hassle .
",11.360910942777991,76.27301025390625,46.44,15.0
"Therefore , the usages of RFID chips were more useful to help the human in the basic needs or task that is required .
",13.179116785526276,88.33604431152344,66.07,9.5
"This form of tracking were also not harmful to any person where they much of these information were all used for helping a person then disrupt the lives of human race .
",12.791987612843513,164.1362762451172,56.93,13.0
"Therefore I agree that the use of the RFID technology in tracking any person or product that would help the human race which also been mention above .
",12.65951657295227,93.62550354003906,60.99,11.5
"I think that surveillance technology such as RFID ( radio-frequency identification ) can be used to track people .
",11.44450973952189,19.12150001525879,21.4,14.3
"Nowadays , with the rapid development of science and technology , the emerging technologies always contribute to human beings better living conditions .
",8.265658438205719,32.388832092285156,0.42,18.2
"For example , the Internet has abridged the distance among people globally .
",9.857512024580501,70.03314208984375,34.93,11.1
"Although we have to admit some bad effect which is brought up by the new technology , still the advantages of the new technologies can not be simply discarded .
",9.227187141776085,51.20059585571289,51.52,13.0
"Back to the surveillance technology , people may say it leaks their privacy or personal life .
",9.207818269729614,126.9595718383789,39.33,11.5
"Compared to this disadvantage , we should think about what the advantages it has make available for human beings .
",10.27719658613205,65.28192901611328,53.21,10.3
"It can provide a safe , convenient , identifiable environment .
",10.24981439113617,101.98381042480469,-12.79,17.0
"Tracking people using surveillance technology can make better security of people 's life .
",11.039295554161072,131.60482788085938,15.98,14.3
"For the old people , if they are alone at home , one day , they want to go out for a walk .
",7.926874324679375,23.699996948242188,76.56,7.6
"In case , they have some accident like heart attack , the track of them will show there is something wrong .
",11.485932230949402,98.16038513183594,69.11,8.3
"The people can get there as soon as possible to save them .
",7.39571781642735,38.705772399902344,84.68,4.4
"For the young people , parents do not need to worry about where my kids will go after the school .
",8.670766606926918,32.67631530761719,77.57,7.2
"By investigating the track by the surveillance technology , they can easily figure out where are their kids now and know roughly what they are doing .
",10.13572276942432,80.92719268798828,46.1,13.0
"On the other hand , due to the track of people , the police can better know a person 's daily schedule .
",9.508355792611837,46.51954650878906,59.64,9.9
"It gives the police a better control of the criminal .
",9.021012306213379,50.75162124633789,61.33,7.2
"All these contributions by using the surveillance technology to track make the environment safer .
",9.42646837234497,143.67196655273438,31.89,12.3
"Tracking people using surveillance technology can make people 's life more convenient and identifiable .
",13.659632444381714,123.12499237060547,14.97,14.7
"Nowadays , people need to carry a lot of ID cards around to show that I am the one the same as the one on the ID cards .
",8.238575607538223,26.468950271606445,77.91,9.1
"If we have these technologies , it will automatically confirm people 's indemnification and save the effort to carry a lot of cards .
",15.633901804685593,115.17182159423828,32.22,14.2
"Once people have their own identity confirmed , they can even need not to bring any money along with them .
",11.586063630878925,60.44761276245117,69.11,8.3
"To purchase goods , they just need to deduce money from their identity and make a transition of money to the one who is selling the goods .
",12.247318837791681,46.63721466064453,62.01,11.1
"Based on the identifiable environment , a lot of convention way or style of human life can be changed .
",13.3446741476655,128.1214599609375,53.21,10.3
"For the privacy concern , if the technology can be made to adjust to human being 's feeling , it will be more welcomed .
",9.87937642633915,65.63638305664062,49.15,11.9
"For example , if the one who carry the identifiable sensor does not want any other to know his or her location , he or she can disable the track .
",14.129168682731688,39.072750091552734,51.52,13.0
"Then , you may ask , how can the police get the information ?
",7.797529935836792,28.47367286682129,60.31,7.6
"I think that the track can be saved in some place which is not open to public .
",8.433597177267075,39.133052825927734,96.52,4.0
"Once it is very severe , the records will be pop out for official use .
",12.88753628730774,137.14041137695312,74.19,6.4
"As you can see , there are quite a lot of advantages of using the surveillance technology to track people .
",12.30731213092804,20.02075958251953,52.19,10.7
"In short , it can provide a safe , convenient , identifiable environment for human beings .
",11.03549313545227,92.27503204345703,7.52,15.4
"Besides , we can try to reduce the bad effect cause by the new technology .
",10.439848721027374,74.02302551269531,57.27,8.8
"Thus , I strongly agree that surveillance technology such as RFID ( radio-frequency identification ) can be used to track people .
",9.95617502136156,21.470701217651367,19.37,15.0
"I do not agree with the above statement .
",6.836356699466705,15.280445098876953,88.74,2.9
"In my opinion , surveillance technology such as RFID should be used to track people though there do exist many problems if it prevails .
",12.107990083750337,54.4244384765625,56.59,11.1
"This can help to regulate people 's behavior , control crime and prevent terrorism , and set up demographic data .
",10.168462753295898,89.20530700683594,27.83,13.9
"RFID , despite the fact that it may be considered as privacy infringement , is different from video surveillance .
",9.522121474146843,39.56148147583008,37.3,12.3
"Unlike video surveillance , RIFD can only reflect the location and movements of the person with tags .
",11.445646584033966,85.13174438476562,46.78,10.7
"Without sending back any images or sound record , RFID is more user-friendly and helps prevent user 's privacy at the best it can .
",11.256184745579958,70.41719055175781,56.59,11.1
"Firstly , RFID is a useful tool to help to regulate human or animal behavior .
",11.22620153427124,57.493255615234375,40.35,11.1
"The tags can be used on those who need to be took care or the beloved ones , such as a child whose parents are always concerning about his whereabouts when parents are not together with him , or maybe a lovely dog whose owner fears to lost her .
",12.047269772738218,61.091156005859375,49.15,18.1
"In the first case , RFID can be used to help parents to surveillance their children so that they can make sure if they are at school or playing around at his friends ' home , and this may help parents regulate their children 's behavior .
",12.692827105522156,31.676572799682617,53.21,16.5
"Secondly , RFID can be used to control crime and prevent terrorism .
",11.264612555503845,57.483333587646484,51.85,8.8
"Everyday crimes are happening from time to time , and help to keep low criminal rate can be a combo of ethical , physiological and social problems .
",11.157613745308481,89.23053741455078,29.18,15.4
"RFID can be one of the trivial ways to help dispel criminal or terroristic thoughts .
",12.115364775061607,88.04025268554688,64.71,8.0
"Police can put tags on those that have potential intention to commit crime .
",12.182597272098064,83.0006103515625,66.74,7.2
"Thus , when a man with a 'terrorism tag ' entering a junction or a plaza full of people police should notice this and observe the man 's behavior as well as checking his package to prevent him from explode TNT .
",13.455220730043948,103.88597106933594,40.35,17.3
"Apart from preventing crime and terrorism , RFID can also be used as an evidence or alibi to help infer whether the suspect is the criminal or not .
",12.074241805821657,32.67449188232422,44.07,13.8
"What is more , RFID can be used to help collect demographic data .
",12.218384981155396,45.26470947265625,59.3,8.0
"If RFID is used on everyone and running for years , surveillance centre will have a complete set of statistic data showing the movement of people from city to city , from town to town , which city is expanding more than people thought , which city is becoming less attractive .
",13.312538353726268,45.5145149230957,32.23,20.4
"Statisticians can use these data to build up appropriate models to predict the future needs for each city so that local governments know where and when to build more infrastructures , what kind of infrastructures and what other development should be made .
",9.966344389365986,20.9638729095459,29.86,19.3
"Economics can take advantage of these figures to predict the economic trend of local as well as the whole country .
",8.751118891872466,36.47582244873047,51.18,11.1
"As for transportation , roads and traffic authority can easily identify where traffic jams are and advise drivers to change to suggested routes .
",10.187775909900665,68.5088882446289,32.22,14.2
"In all , RFID should be applied to facilitate governors to better manage the world that we are living .
",16.015291690826416,131.89236450195312,53.21,10.3
"It can help regulate behaviors , prevent crime and set up demographic data base for various uses .
",11.134982645511627,173.85617065429688,29.86,13.1
"But before the application , governments need to secure safety of RFID after implantation and make sure there will not be any ID theft .
",10.649859435856342,68.08458709716797,48.13,12.3
"More importantly , governments should make sure only the right people can get access to these data and they must guarantee that they will not misuse or abuse the information .
",9.341105200350285,19.624813079833984,42.04,14.6
"As technology becomes more advanced nowadays , people are very exposed to the various types of technology in their daily lives .
",10.469413042068481,27.29878807067871,34.26,13.5
"It is undeniable that technology has made ours lives and works easier and more efficient .
",9.528143599629402,39.634395599365234,47.79,10.3
"However , when surveillance technology starts to violet the privacy of people instead of being used in a more benefitial way towards people , it is my opinion , that , such technology should rethink its way of existence .
",17.504466615617275,64.25634002685547,10.57,20.5
"In fact , people are getting more exposed in public through the fast development of the virtual world-the internet .
",8.685761362314224,69.42971801757812,44.75,11.5
"Social networks such as facebook ,Tiwtter and many others often reveal the true identities and some confidential information of the users without being realised .
",13.062403208110482,95.3561782836914,30.2,15.0
"This already raises up a problem of privacy leakage .
",8.188904762268066,194.02438354492188,45.42,9.2
"The surveillance technology deteriorates the problem by stalking on people 's privacy openly which may arouse anger and unhappiness among people .
",13.926235411083326,141.75804138183594,16.32,16.2
"Such incident happened in London a few years ago , when the government installed CCTV ( ) on several streets in order to better supervise its people to keep the social order .
",8.666184372501448,40.8724479675293,33.58,15.8
"This was supposed to be applauded by the public because it allowed fast searching on people who violated the law and caused harm to others .
",13.322481359122321,41.55800247192383,54.56,11.9
"Instead , when news of the installment of such device was released on the newspaper , it was heavily cricised by the public .
",11.307216048240662,89.827392578125,50.16,11.5
"People were claiming the lost of privacy .
",6.019847869873047,153.37501525878906,55.91,7.2
"Government had to uninstall all the devices in the end .
",10.773835182189941,68.99585723876953,69.79,6.0
"From this case , we can clearly conclude that surveillance technology may be helpful in some way , however , when it touches the privacy of people themselves , it is unacceptable .
",10.478277988731861,36.06917190551758,26.14,16.6
"From the point of humanity , it is inhumane to use such technology on human beings .
",13.989623941481113,32.895267486572266,39.33,11.5
"We often put tags on products and animals because we treat them as goods , it is easy for trade when they are all labelled and tagged .
",9.438767075538635,59.432701110839844,70.47,9.9
"However , human beings are not animals or any other products , they have their own thoughts and freedom .
",11.359740197658539,36.81424331665039,45.76,11.1
"They have a full control of their own lives .
",6.512573599815369,30.711196899414062,96.18,2.1
"If so , then why do we need human implants to trace their activities and lives when they are free to do things that they like .
",8.924760043621063,60.72165298461914,71.48,9.5
"It is understandable that once people have human implants , they may start to behave themselves because they can be easily traced out .
",9.867549896240234,81.16610717773438,49.15,11.9
"However , this way of curbing the crimes is so violent that will only cause people to rebel and think of ways to escape the track of such device .
",11.493813544511795,64.81050872802734,59.98,11.8
"Afterall there will be an endless battle between the technology and human mentality .
",9.242501556873322,64.56596374511719,24.44,13.1
"Humanity can be best seen in the case of pets rearing .
",10.559022868052125,72.83683776855469,68.77,6.4
"Pets are supposed to be chained when they are out on the streets .
",8.894052632618695,26.95020294189453,92.12,3.6
"However , in countries like China , where there is no law to force people to chain their pets , pets are usually left unchained and run freely on the streets .
",11.471006259322166,25.793001174926758,59.98,11.8
"It may be dangerous as some pets are rather fierce and aggressive , however , it is the benevolence nature of human beings that we treat pets as "" human beings "" , our friends that we do not want to restrict their freedom .
",11.822742119431496,38.037994384765625,40.35,17.3
"This phenomenon is accepted by the public even by those who do not own a pet .
",9.731530154123902,27.148914337158203,72.16,7.2
"This shows that even though there is a risk of causing harms to someone , people still prefers to bear the risk and allow their pets to have maximum freedom .
",11.368244044482708,39.21473693847656,67.42,11.1
"Even pets are granted with freedom , people themselves certainly treat freedom as something essential .
",11.390662968158722,302.8109130859375,31.89,12.3
"In conclusion , I think that surveilence technology should not be allowed to be used to track people .
",12.535170912742615,28.61153221130371,54.22,9.9
"it does not only restrict their freedom in all aspects , but also cause leakage of personal information .
",11.131790161132812,51.97890090942383,37.3,12.3
"This greatly violets the rights of people .
",10.947080373764038,177.8971710205078,55.91,7.2
"Technology advancement is extremely fast nowadays .
",10.530069470405579,139.3284912109375,-10.76,16.3
"Surveillance technology is one of the main concerns of military and national defense sectors .
",7.436295136809349,24.303993225097656,31.89,12.3
"Example of this technology is RFID ( radio-frequency identification ) which has been proposed to track people through various means such as human implants or RFID tags on people .
",9.483330582268536,28.4506778717041,27.15,16.2
"However , this proposal has led to fierce argument in the world over its pros and cons .
",11.58595204167068,39.65107727050781,63.7,8.4
"I personally stand together with the population who reject the proposal .
",8.07476657629013,132.65921020507812,18.01,13.5
"First of all , everyone in the world belongs to themselves who does not belong to anyone from my personal perspective .
",8.685424643568695,39.81556701660156,51.18,11.1
"Human rights were raised up pretty frequently in the world over the past few years .
",8.870696485042572,46.13087463378906,81.63,5.6
"Approval of RFID tracking will be seen as a violation of human rights and people will lose their most basic freedom .
",9.685252957046032,29.339271545410156,58.62,10.3
"Would not it similar to criminals in prison but in a bigger confined space ?
",13.274633139371872,77.7986831665039,65.73,7.6
"Secondly , the tracking proposal will raise a safety issue .
",9.672273755073547,141.74411010742188,28.5,11.5
"The chip identifier technology can be reproduced by anyone .
",10.606242597103119,249.59349060058594,20.04,12.7
"It represents a query : is not everyone can view each other 's information such as name and age ?
",13.014340683817863,142.49884033203125,53.21,10.3
"The leakage of these confidential information can be a sensitive issue to personal , violation of freedom and breakdown of safety .
",12.514093831181526,114.7977294921875,17.34,15.8
"One of the examples is the storage of bank account number in the tracking chip .
",9.849618524312973,52.2835807800293,64.71,8.0
"Criminal could identify it easily by getting a small identifier anywhere and everywhere if the tracking proposal is approved .
",8.93248462677002,263.0677185058594,26.81,14.2
"He or she could easily touch on the designated bank account since password cracking is an easy task for most hackers .
",12.156581103801727,128.85484313964844,58.62,10.3
"Other than that , safety issue can be extended to personal safety .
",10.008585929870605,96.93247985839844,34.93,11.1
"Everyone knows the internet and data transmission are very common and accessible at any time and point such as Facebook .
",8.718284040689468,65.99755096435547,42.72,12.3
"However , people tend to express their personal feeling and idea about sensitive issues on the internet unintentionally .
",11.843631140887737,90.26643371582031,11.92,15.8
"This action could actually generate aggressive feeling from others and violent movement could be launched onto the one with the aid of tracking tag or implant .
",10.54609401896596,306.8951721191406,36.63,14.6
"Internet can be a convenient source to achieve the name and basic information of personal if it is hacked and the tracking proposal will facilitate the finding of designated person .
",12.627679854631424,139.3260955810547,32.57,16.2
